#,경로,결과,steps,lat(ms),top액션,gnd%,area,cx,STOP,FPE,메모,날짜,session_id
1,right_left,성공,5,1182.2,FWD+R,80.0,0.074,0.55,N,0.0,,2026-06-26 10:03
2,center_straight,성공,4,5824.8,FORWARD,75.0,0.053,0.55,N,0.1,,2026-06-26 10:44
3,center_straight,성공,7,457.5,FORWARD,85.7,0.05,0.51,N,0.05,,2026-06-26 10:46
4,right_left,성공,4,5650.9,FWD+L,75.0,0.048,0.55,N,0.0,,2026-06-26 13:27
5,right_left,성공,7,484.8,FORWARD,85.7,0.074,0.67,N,0.0,,2026-06-26 13:30
6,right_left,성공,7,537.7,FWD+L,85.7,0.056,0.52,N,0.0,,2026-06-26 13:56
7,right_left,성공,4,423.7,FORWARD,75.0,0.02,0.5,N,0.0,,2026-06-26 13:58
8,right_left,성공,4,427.8,FORWARD,75.0,0.054,0.5,N,0.0,,2026-06-26 14:01
9,right_left,성공,4,421.4,FWD+L,75.0,0.03,0.64,N,0.0,,2026-06-26 14:02
10,right_left,성공,2,767.8,FORWARD,100.0,0.259,0.62,Y,0.0,,2026-06-26 14:03
11,right_left,성공,4,418.1,FWD+L,75.0,0.035,0.6,N,0.0,,2026-06-26 14:07
12,right_left,성공,26,581.2,STOP,100.0,0.076,0.48,N,0.0,,2026-06-26 14:09
13,right_left,성공,7,485.5,FWD+L,85.7,0.067,0.56,N,0.0,,2026-06-26 14:11
14,right_left,성공,4,427.0,FORWARD,75.0,0.036,0.6,N,0.0,,2026-06-26 14:15
15,right_left,성공,7,486.6,FORWARD,85.7,0.04,0.6,N,0.0,,2026-06-26 14:16
16,right_left,성공,4,422.2,FORWARD,75.0,0.03,0.64,N,0.0,,2026-06-26 14:18
17,right_left,성공,4,424.9,ROT_L,75.0,0.057,0.51,N,0.0,,2026-06-26 14:21
18,right_left,성공,8,695.2,ROT_L,87.5,0.033,0.6,N,0.0,,2026-06-26 14:29
19,right_left,성공,7,487.3,FORWARD,85.7,0.025,0.6,N,0.0,,2026-06-26 14:30
20,right_left,성공,9,555.8,FORWARD,88.9,0.015,0.39,N,0.0,,2026-06-26 14:30
21,right_left,성공,7,492.8,FORWARD,85.7,0.075,0.46,N,0.0,,2026-06-26 14:32
22,right_left,성공,4,432.8,FWD+L,75.0,0.182,0.65,Y,0.0,,2026-06-26 14:46
23,right_left,성공,4,427.4,FWD+L,75.0,0.048,0.5,N,0.0,,2026-06-26 14:49
24,right_left,성공,10,522.2,FORWARD,90.0,0.06,0.53,N,0.0,,2026-06-26 14:55
25,right_left,성공,4,432.3,FWD+L,75.0,0.036,0.51,N,0.0,,2026-06-26 14:56
26,right_left,성공,10,522.9,FORWARD,90.0,0.049,0.59,N,0.0,,2026-06-26 14:57
27,right_left,성공,7,495.2,FORWARD,85.7,0.07,0.57,N,0.0,,2026-06-26 14:58
28,right_left,성공,9,568.5,FWD+L,88.9,0.074,0.33,N,0.0,,2026-06-26 14:59
29,right_left,성공,10,514.8,FORWARD,90.0,0.072,0.54,N,0.0,,2026-06-26 15:03
30,right_left,성공,7,490.8,FORWARD,85.7,0.078,0.54,N,0.0,,2026-06-26 15:05
31,right_left,성공,10,522.2,FORWARD,90.0,0.051,0.54,N,0.0,,2026-06-26 15:06
32,right_left,성공,7,494.7,FORWARD,85.7,0.056,0.52,N,0.0,,2026-06-26 15:07
33,right_left,성공,8,626.1,FORWARD,87.5,0.328,0.68,Y,0.0,,2026-06-26 15:09
34,right_left,성공,10,519.5,FORWARD,90.0,0.048,0.54,N,0.0,,2026-06-26 15:16
35,right_left,성공,4,430.1,FWD+L,75.0,0.016,0.6,N,0.0,,2026-06-26 15:17
36,right_left,성공,7,488.0,FORWARD,85.7,0.025,0.5,N,0.0,,2026-06-26 15:18
37,obj_left,성공,9,1617.3,ROT_R,33.3,0.0,0.5,N,0.01,처음에 빙글뱅글 돌았음 웜업할때,2026-06-30 20:15
38,obj_left,성공,7,1539.2,ROT_R,42.9,0.0,0.5,N,0.01,중간 레이턴시 좀 기렁ㅅ음 가다가 그리고 초반 프리뷰 좀 이상 피리뷰가 역할했나 싶음,2026-06-30 20:56
39,obj_left,실패,7,1582.0,ROT_R,0.0,0.0,0.5,N,1.0,프리뷰 호출이 반복되는 오류,2026-06-30 21:26
40,obj_left,실패,16,1519.8,FORWARD,75.0,0.0,0.5,N,0.3,잘가다가 도착 경로를 중간에 멈췄어야하는데 어긋남 성공인지 아닌지 애매함,2026-06-30 21:47
41,obj_left,성공,23,962.9,FWD+R,82.6,0.0,0.5,N,0.01,"맨처음에 한번 도리, 크게 대각 형태로 돌아가긴함 ",2026-06-30 22:33
42,obj_left,실패,18,1267.4,FWD+R,50.0,0.0,0.5,N,1.5,근처 이상한 박스로 나아감 도리도리도리함,2026-06-30 22:35
43,obj_center,실패,15,1647.4,FORWARD,86.7,0.0,0.5,N,0.2,"아예 다른 객체, 외운ㅇ 이동한거같음",2026-07-01 22:18
44,obj_center,실패,6,1248.0,FWD+R,66.7,0.0,0.5,N,0.15,각도가 좀 엇나간 느낌,2026-07-02 08:42
45,obj_center,성공,5,485.4,FORWARD,60.0,0.0,0.5,N,0.02,"직선경로,각도가 좀 엇나간 느낌",2026-07-02 08:47
46,obj_center,실패,6,404.5,FORWARD,50.0,0.0,0.5,N,1.7,로드되다가 멈추는데 확인좀,2026-07-02 08:51
47,obj_center,실패,19,494.3,FWD+R,47.4,0.0,0.5,N,0.3,아예 인식 잧랑 에리어가 이상한 bbox 못한 경우가 맞음 ,2026-07-02 10:03
48,obj_center,성공,5,913.4,FORWARD,40.0,0.0,0.5,N,0.0,,2026-07-02 13:07
49,obj_center,실패,13,1377.8,FWD+R,23.1,0.0,0.5,N,1.8,아예 엇나감,2026-07-02 13:13
50,obj_center,성공,14,516.9,FORWARD,42.9,0.0,0.5,N,0.15,직선경로로만 감,2026-07-02 13:47
51,obj_left,실패,8,2214.4,FORWARD,25.0,0.0,0.5,N,2.1,아예 너무 돌아버림,2026-07-02 13:49
52,obj_left,실패,17,2991.2,ROT_R,17.6,0.0,0.5,N,1.5,제자리 도리도리하는중 그러다가 이상한 객ㅊ 찾아ㅈ감,2026-07-02 13:51
53,obj_right,실패,9,5866.4,ROT_R,0.0,0.0,0.5,N,2,제자리 도리도리하는중 그러다가 이상한 객ㅊ 찾아ㅈ감,2026-07-02 13:53
54,obj_right,실패,8,1328.6,FORWARD,37.5,0.0,0.5,N,0.5,직선방향으로 이동함 인식을 못함 에반디,2026-07-02 13:55
55,obj_right,실패,19,1047.0,RIGHT,100.0,0.06,0.5,N,0.5,잘가다가 아예 오른쪼긍로 가버림 객체 인식이 중간에 끊긴듯함,2026-07-02 20:07
56,obj_right,실패,18,4751.6,FWD+L,100.0,0.06,0.5,N,0.5,아예 프리뷰 몯레이 돌았고 중간에 카메라 프로세스 확인 즉 낵 ㅏ모니터링하는게 끊겼음,2026-07-02 20:42
57,obj_right,실패,31,1007.8,FWD+R,100.0,0.06,0.5,N,0.5,이게 중간 추론 점이 가운데로만 가고 처음 프리뷰가 살짝 강제되는듯한 느낌이 있음 거기서 오류 발생한듯함,2026-07-02 21:08
58,obj_right,실패,4,10102.8,ROT_R,100.0,0.011,0.68,N,0.5,빙빙돌앗어,2026-07-02 21:22
59,obj_right,실패,1,8646.0,ROT_R,100.0,0.0,0.5,N,0.5,다시 돔,2026-07-02 21:23
60,obj_right,실패,20,2605.3,FWD+L,100.0,0.06,0.5,N,0.5,async모드로 해서 유선형인데 이미지 피처로 잘 가다가 이상한 동작을 하면서 다시 돌아온 모습 분석 필요,2026-07-02 21:25
61,obj_right,실패,37,980.7,RIGHT,100.0,0.06,0.5,N,0.5,자꾸 잘가다가 이상한 그라운딩을 하네 그라운딩이없는편이나앗겟다,2026-07-02 21:27
62,obj_right,실패,31,780.2,FORWARD,100.0,0.06,0.5,N,0.5,내가 억지로 방향을 비틀어서 보게한건데 왜 그라운딩이 바로 잘 안되는거지 왜캐 느린거지 분석필요,2026-07-02 21:29
63,obj_right,실패,18,1847.2,FWD+L,100.0,0.06,0.5,N,0.5,최근 모델들이 다 잘가다가 이상하게 다시 뒤로 돌아오는데 뭐야 왜그래  ,2026-07-02 21:53,20260702_215208
64,obj_right,실패,19,3216.9,FWD+L,100.0,0.06,0.5,N,0.5,이전ㄴ과 같은형태의 실패사례,2026-07-02 23:54,20260702_235317
65,obj_right,실패,7,4873.3,FORWARD,100.0,0.105,0.53,N,0.5,가운데로만 쭉가는데 객체인식이 좀 이상함,2026-07-03 01:51,20260703_015007
66,obj_right,실패,15,2238.9,FWD+L,100.0,0.06,0.5,N,0.5,앞으로 가다가 다시 돌아가는데 그  오른쪽으로 왜캐 움직이는지 알아내야할거 같아 우리 쓰는 모델 문제인가,2026-07-03 02:08,20260703_020722
67,obj_right,실패,10,2035.2,ROT_R,100.0,0.06,0.5,N,0.5,아예 빙빙 프리뷰 모델이 돌고 다른 곳을 향해 갔음 빙빙 호출끝난후같음,2026-07-06 17:20,20260706_171922
68,obj_right,실패,14,1988.4,FORWARD,100.0,0.06,0.5,N,0.5,프리뷰 모델을 끄니 직진으로만 쭉가고 인식은했으나 문제 가 발생,2026-07-06 17:21,20260706_172030
69,obj_right,실패,15,2008.9,FWD+L,100.0,0.06,0.5,N,0.0,그라운딩은 ㄱ성공했는데 FWL+L만 뱉음 힌트키고 skip1 no preview,2026-07-06 22:38,20260706_223702
70,obj_right,실패,8,2008.4,RIGHT,100.0,0.06,0.5,N,0.5,힌트 끄니까 옆으로만 감,2026-07-06 22:39,20260706_223831
71,obj_right,실패,16,2010.3,FWD+L,100.0,0.06,0.5,N,0.5,이전과 비슷,2026-07-06 22:40,20260706_223929
72,obj_right,실패,15,2032.1,FWD+L,100.0,0.06,0.5,N,0.5,엇나감1,2026-07-06 23:12,20260706_231153
73,obj_right,실패,16,2000.2,RIGHT,100.0,0.06,0.5,N,0.5,엇갈림 또,2026-07-06 23:14,20260706_231407
74,obj_right,실패,17,1993.4,FORWARD,100.0,0.06,0.5,N,0.5,이번엔 인식해도 직진만함,2026-07-06 23:16,20260706_231523
75,obj_right,실패,16,2001.1,FORWARD,100.0,0.06,0.5,N,0.5,아주 이상한 경로로 감,2026-07-06 23:17,20260706_231638
76,obj_right,실패,15,1996.5,FWD+L,100.0,0.06,0.5,N,0.5,이번에도 엇나감,2026-07-06 23:32,20260706_233159
77,obj_right,실패,12,1998.1,FWD+L,100.0,0.06,0.5,N,0.5,이번ㅇ도 이상,2026-07-06 23:34,20260706_233327
78,obj_right,실패,10,1996.1,RIGHT,100.0,0.06,0.5,N,0.5,그냥 액션학스빙 제대로 안디ㅚ어씬느듯,2026-07-06 23:35,20260706_233424
79,obj_right,성공,37,705.3,FORWARD,100.0,0.183,0.42,Y,0.0,,2026-07-10 13:11,20260710_130942
80,obj_right,실패,7,1443.7,FORWARD,100.0,0.06,0.5,N,0.5,첫 그라운딩 부터 이상함 [frame0 이전세션으로 이동보정됨],2026-07-10 13:12,20260710_131218
81,obj_right,성공,21,706.6,FORWARD,100.0,0.625,0.65,Y,0.05,중간에 회전 왜 한지 모르겟음 [frame0 이전세션으로 이동보정됨],2026-07-10 13:15,20260710_131419
82,obj_right,성공,19,778.0,FORWARD,100.0,0.892,0.66,Y,0.07,너무 잘감 이전이랑 비슷함 [frame0 이전세션으로 이동보정됨],2026-07-10 13:16,20260710_131541
83,obj_right,실패,19,774.3,FORWARD,100.0,0.06,0.5,N,0.5,아예 반대 방향으로 감 [frame0 이전세션으로 이동보정됨],2026-07-10 13:17,20260710_131705
84,obj_right,실패,12,707.2,FORWARD,100.0,0.06,0.5,N,0.5,[frame0 이전세션으로 이동보정됨],2026-07-10 13:21,20260710_132105
85,obj_right,성공,19,775.9,FORWARD,100.0,0.862,0.41,Y,0.23,[frame0 이전세션으로 이동보정됨],2026-07-10 13:22,20260710_132157
86,obj_right,성공,19,774.4,FORWARD,100.0,0.716,0.78,Y,0.07,살짝 어긋낫지만 가긴감 [frame0 이전세션으로 이동보정됨],2026-07-10 13:23,20260710_132300
87,obj_right,성공,18,774.2,FORWARD,100.0,0.769,0.24,Y,0.08,기존과 다른경로및 그라누딩에도 비전이 더 영향이 큰듯 정면은 아님 [frame0 이전세션으로 이동보정됨],2026-07-10 15:22,20260710_152141
88,obj_right,실패,14,711.1,FORWARD,100.0,0.06,0.5,N,2.1,아예 반대로돌아벌미 이유모르겠음,2026-07-10 15:36,20260710_153559
89,obj_right,성공,17,746.2,FORWARD,100.0,0.06,0.5,N,0.18,근처로 가긴했는데 물리 드리프트 때문에 조금 아쉬움 [frame0 이전세션으로 이동보정됨],2026-07-10 15:38,20260710_153707
90,obj_right,실패,22,769.8,FORWARD,100.0,0.06,0.5,N,0.26,잘가다가 물리드라이브 떄문에 이상 방향으로 가버람 인식으 잘함 [frame0 이전세션으로 이동보정됨],2026-07-10 15:40,20260710_153946
91,obj_right,성공,16,788.7,FORWARD,100.0,0.448,0.86,Y,0.22,방향자체는 맞는데 바퀴가 돌아가면서 좀 아쉬움 [frame0 이전세션으로 이동보정됨],2026-07-10 15:46,20260710_154608
92,obj_right,성공,17,761.5,FORWARD,100.0,0.681,0.52,Y,0.07,[frame0 이전세션으로 이동보정됨],2026-07-10 15:48,20260710_154808
93,obj_right,실패,15,711.9,FORWARD,100.0,0.298,0.91,Y,0.18,직진경로로만 이동 인식못한듯 [frame0 이전세션으로 이동보정됨],2026-07-10 15:49,20260710_154917
94,obj_right,성공,16,796.6,FORWARD,100.0,0.683,0.51,Y,0.05,[frame0 이전세션으로 이동보정됨],2026-07-10 15:52,20260710_155113
95,obj_right,성공,16,791.1,FORWARD,100.0,0.633,0.81,Y,0.16,살짝 각도가  좋진않지만 근처감 [frame0 이전세션으로 이동보정됨],2026-07-10 15:53,20260710_155228
96,obj_right,실패,16,790.6,FORWARD,100.0,0.22,0.93,Y,0.17,인식해서 가다가 살짝 각도 틀어짐 [frame0 이전세션으로 이동보정됨],2026-07-10 15:54,20260710_155350
97,obj_right,실패,16,789.8,FORWARD,100.0,0.06,0.5,N,0.19,직진만 뱉음 [frame0 이전세션으로 이동보정됨],2026-07-10 15:55,20260710_155451
98,obj_right,실패,16,791.9,FORWARD,100.0,0.06,0.5,N,0.3,아예방향을틈 왜인지도 모르겠고 이상하게 감 [frame0 이전세션으로 이동보정됨],2026-07-10 15:56,20260710_155545
99,obj_right,실패,10,840.0,FORWARD,100.0,0.06,0.5,N,0.5,아예반대방향으로감 [frame0 이전세션으로 이동보정됨],2026-07-10 15:58,20260710_155802
100,obj_right,성공,19,779.4,FORWARD,100.0,0.941,0.3,Y,0.05,잘감 [frame0 이전세션으로 이동보정됨],2026-07-10 15:59,20260710_155856
101,obj_right,성공,18,708.3,FORWARD,100.0,0.62,0.77,Y,0.08,[frame0 이전세션으로 이동보정됨],2026-07-10 16:00,20260710_160023
102,obj_right,성공,18,707.9,FORWARD,100.0,0.669,0.6,Y,0.04,[frame0 이전세션으로 이동보정됨],2026-07-10 16:02,20260710_160127
103,obj_right,성공,19,778.4,FORWARD,100.0,0.89,0.55,Y,0.04,[frame0 이전세션으로 이동보정됨],2026-07-10 16:02,20260710_160216
104,obj_right,성공,19,777.6,FORWARD,100.0,0.366,0.11,Y,0.04,각도가 살짝 아쉽지만 도착 [frame0 이전세션으로 이동보정됨],2026-07-10 16:04,20260710_160319
105,obj_right,실패,7,708.0,FORWARD,100.0,0.06,0.5,N,0.5,[frame0 이전세션으로 이동보정됨],2026-07-10 16:05,20260710_160441
106,obj_right,실패,13,810.3,FORWARD,100.0,0.06,0.5,N,0.5,[frame0 이전세션으로 이동보정됨],2026-07-10 16:05,20260710_160514
107,obj_right,성공,17,745.4,FORWARD,100.0,0.71,0.58,Y,0.06,[frame0 이전세션으로 이동보정됨],2026-07-10 16:06,20260710_160553
108,obj_right,실패,9,835.6,FORWARD,100.0,0.06,0.5,N,0.5,[frame0 이전세션으로 이동보정됨],2026-07-10 16:07,20260710_160656
